text,response,Predicted Label,True Label
"We're hiring a new Kiosk Supervisor! Think you have what it takes? Then apply! http://t.co/QpSGVw8i Deadline is September 7th, at Noon!",sarcastic,0,0
Match Fixtures of UEFA Champions league 2012/13 http://t.co/VhFo6bDN #Arsenal #CFC #MUFC #MCFC,sarcastic,0,0
Homework is so fun!! #notreally,sarcastic,0,1
Monitoring the hashtag #PhTrenchQuake stay safe follow orders please,sarcastic,0,0
"@LordWilsonVILLA At 21 he looks to have a lot of potential and can only get better, a good signing for the long term at Villa",sarcastic,0,0
"@QuackPredict get a dictionary, look up",sarcastic,0,0
Found this on Sunday. Made me laugh!! Clever people http://t.co/dfKnFIii,sarcastic,0,0
"Yeah 3 homework assignment on the first day, that's whats uppp ;)",sarcastic,0,0
"Being awake this early to pack up my stuff and move rooms sucks. But on the plus side, FAIR TODAY! 😄 #soexcited 😣 #carnilife",sarcastic,0,0
Funny Girls Fails and Stupidity http://t.co/BRjoJ0GF http://t.co/xedlAiw0,sarcastic,0,0
I can't even wait to go sit at this meeting at the highschool,sarcastic,0,1
This is not so good. http://t.co/nZsxb3pu,sarcastic,0,0
@bitchinstewie hahaha yes!! Thank you bro. That deserves a RT,sarcastic,0,0
@BertLcfc lookin forward to satday as well nothin quite like a 5.20 kick off,sarcastic,0,0
I wanna go to an american school omg :(,sarcastic,0,0
I downloaded mp3 06-escape_the_fate-smooth.mp3 - http://t.co/QcQsjw3i,sarcastic,0,0
Its late and its still so crowded ._.,sarcastic,0,0
Gee wiz what a great day so far. You can cut the tension with a knife and they think im faking #great.,sarcastic,0,1
"""@Oscardee_: “@_MarilynFoo: The Bus Today &gt; Lol” ;)""Asshole ;D",sarcastic,0,0
"Cause I can't stay here, if there's no love. #onrepeat #",sarcastic,0,0
"@heynikole twitter is not your personal diary, you should be a little more vague... when are you coming to meeeee",sarcastic,0,0
AP Government is the most exciting class I've ever taken! 🎉 #NotesOnNotesOnNotes,sarcastic,0,0
"""@madisonsousa: This peom ""IF"" that neves wants us to write a constructive response about makes no sense. #IsThisAJoke"" IKR?!",sarcastic,0,0
My Career is gonna be Digital Art And Photography,sarcastic,0,0
All I want for mah birthday is... 2 Chainz feat. Kanye West - Birthday Song :: http://t.co/SL1MN88g,sarcastic,0,0
rabago_o's photo http://t.co/1ud5By8f me all happy to be in college :D,sarcastic,0,0
My head hurt.,sarcastic,0,0
Awsome homework on the first day. That's just what I wanted,sarcastic,0,1
@LaurenCarey4 oooh lucky! i have 2 classes and 1 lab but textttt me :),sarcastic,0,0
I wanna go to an american school omg :(,sarcastic,0,0
that's so nice of you.,sarcastic,0,0
@tylerstratton13 I love working there was this and when did you #go,sarcastic,0,0
"Eww, just saw this nasty, frumpy girl lift up her boob and scratch underneath it... Just puked a little",sarcastic,0,0
Isnt there a #similarity bwn #SoniaGandhi and #BellatrixLestrange? #justasking,sarcastic,0,0
Omggg! I want this! My second b'day present? lol tak malu RT @intan_aisha: @sabarinaazzizi and @amiratulnizz http://t.co/nV6XlKMw,sarcastic,0,0
I just love getting a random schedule change and not even knowing about it!:),sarcastic,0,1
Maths is on. http://t.co/2yZ95TaQ,sarcastic,0,0
Need to play football....,sarcastic,0,0
New Jersey Shopping Plaza Shootout Leaves Three Dead - Yahoo! http://t.co/ms6MggL1 via @YahooNews,sarcastic,0,0
"Omg most insane matriculants, we rather play soccer than study 4 prelims=D @SadieRazak , @Cocoz_25,@xFatima_s , @TasneemKarolia,#Soccer4lyf♥",sarcastic,0,0
Really my mind is the only thing thats up right now..,sarcastic,0,0
This totally topped off my week :'),sarcastic,0,0
Thanks @PippaCarlson1 your tweets are great,sarcastic,0,0
I really hope the entire population of peterborough county enjoys their a&amp;w... #notbusyatall,sarcastic,0,1
We all have that one person who we wished we never gave our phone number to... #Ted,sarcastic,0,0
"Do you sometimes feel that there isn't room in your car for YOU anymore? As usual, we rush to the rescue with... http://t.co/TE7dMg5g",sarcastic,0,0
@tylerstratton13 I love working there was this and when did you #go,sarcastic,0,0
Was that necessary? #thanks,sarcastic,0,0
why on earth is spurs trending!,sarcastic,0,0
"#SpongebobEpisodeIllNeverForget when spongebob and patrick wrestle against each other, and they get really hot and muscular.",sarcastic,0,0
If I could put into words how much I love waking up at 5 am on Tuesday's I would.... 😒 .,sarcastic,0,1
Well that was a nice conversation,sarcastic,0,0
Check this out http://t.co/wR1Qi8lj,sarcastic,0,0
I really hope the entire population of peterborough county enjoys their a&amp;w... #notbusyatall,sarcastic,0,1
"Lol 😂 RT“@ReeseButCallMeV: When I'm high, I turn into a Cereal Killer.”",sarcastic,0,0
@NurmaFatihah pew yg rmai??,sarcastic,0,0
Decote Dance and Fitness Newsletter http://t.co/l7z2Wwi4,sarcastic,0,0
"Yay, I'm so happy it's tuesday 😒",sarcastic,0,0
Fuck these outta town hoes I'm sticking with my local love,sarcastic,0,0
"Cause I can't stay here, if there's no love. #onrepeat #",sarcastic,0,0
And on top of it all our power is out #bestdayever,sarcastic,0,0
"We're hiring a new Kiosk Supervisor! Think you have what it takes? Then apply! http://t.co/QpSGVw8i Deadline is September 7th, at Noon!",sarcastic,0,0
"""God will supply us with the opportunity, but it's up to us to do something with it.""",sarcastic,0,0
I love feeling like a second choice..,sarcastic,0,1
I was gone for 3 days and my cat didn't even notice...,sarcastic,0,0
My tech class has 13 people in it.... 10 of them are freshmen. #excitement,sarcastic,0,1
Awkward eye contact is just fantastic,sarcastic,0,1
"someone who speaks of something that complete opposite of what he means, . correct me if i'm wrong again.",sarcastic,0,0
@GFBguy @TonyMichael @ServiTechLabs @rictownsend @Bpowatch Thank you for following MobileWorxs :),sarcastic,0,0
Youth Of The Nation - P.O.D. [HQ]: http://t.co/lTMD6zKl via @youtube thanks for this !!@thewhosoevers,sarcastic,0,0
@deetraware it was !,sarcastic,0,0
#fuckthequeen,sarcastic,0,0
espn is disapionted that they didnt get the #CFL game tonight. it is monday night after all #mnf,sarcastic,0,0
"No ride to school today, goooooodthing",sarcastic,0,0
If you appreciate my nerdy tendencies #TheLoveIsReal,sarcastic,0,0
I actually did something with my hair today #firsttimeinmonths #weird d,sarcastic,0,0
GrandMarc flow. #TCU @Coll_Crowley http://t.co/od8tiT1g,sarcastic,0,0
"Initial Post Earrings make for a unique, personalized gift. Gotta look close to notice them! http://t.co/ubZcgmPY",sarcastic,0,0
I want us to get caught!,sarcastic,0,0
@beckroth33 well at least you're not dead #rightbackatcha,sarcastic,0,0
Some of these speakers @ the RNC are just toooo riveting to watch.,sarcastic,0,0
I love that im wide awake with him sound asleep next to me #wishicouldsleep,sarcastic,0,1
goodnight beautiful people :),sarcastic,0,0
Aweee how cute. The kids at the bus stop coordinated their outfits today. #itsnotcute,sarcastic,0,1
@_jackpeters hahaha mannn gota have his slices yooo!,sarcastic,0,0
goodnight beautiful people :),sarcastic,0,0
@LaurenCarey4 oooh lucky! i have 2 classes and 1 lab but textttt me :),sarcastic,0,0
Here's proof that I'm an adult now: I just packed one carry-on for the train... NES and SEGA are wrapped in towels. http://t.co/gqGBl4yf,sarcastic,0,0
@BenWiseMelb no kidding. It was brutal! P.S what's your beef with Warnie? Just because he bleaches his teeth &amp; uses fake tan,sarcastic,0,0
GrandMarc flow. #TCU @Coll_Crowley http://t.co/od8tiT1g,sarcastic,0,0
dreams are what i used to chase but by God's grace and favour.......they are chasing me now.....always grateful,sarcastic,0,0
“@matthew_neary: All #bwfc fans should support #Arsenal for the simple reason that they are #titlecontenders” @BarzinKeywan,sarcastic,0,0
@bitchinstewie hahaha yes!! Thank you bro. That deserves a RT,sarcastic,0,0
"@MarkPacker Yeah, but Beckett is the kind of guy that just makes you want to root for him.",sarcastic,0,0
taking my boys into town today- awww yay,sarcastic,0,0
How u brag about Tru jeans and big screen tv and yo rent only 1.87 I be balling too,sarcastic,0,0
"Cause I can't stay here, if there's no love. #onrepeat #",sarcastic,0,0
"I must go like a page for me to look like ise a batty lord, just for one girl idk to get hair? vell chap my leg off and call me shorty",sarcastic,0,0
"Last picture without braces, life is just too good sometimes. http://t.co/K09t08GN",sarcastic,0,0
@football_32 yuu have a good day toooo,sarcastic,0,0
Just saw Sara and Ellie in Cornwall :D,sarcastic,0,0
"""@STcom: From Saturday, active servicemen and NSmen can bring their camera-enabled smartphones into 14 army camps http://t.co/vxrjwlC3"" lol",sarcastic,0,0
My work ethic tonight is on a different level .. It'll wait till tomorrow,sarcastic,0,0
I've got twenty minutes to walk up a flight of stairs. I sure hope I make it to my next class.,sarcastic,0,0
"Sayin ""what a day"" would be an understatement right now",sarcastic,0,0
I get warm fuzzies from 0-days I can't patch because of apps that NEED old versions of Java. Thanks Sunguard and ADP!,sarcastic,0,0
"took sleeping meds 3 hours ago, glad to see they're working -.- #fucker",sarcastic,0,1
No my roommate play out of tune Zeppelin songs right outside my door isnt annoying. Not at all #sigh,sarcastic,0,1
Imma stop snapping tho.,sarcastic,0,0
"Well, today has started of to a WONDERFUL start.",sarcastic,0,0
I love when my retainers are super tight and make me talk so attractively! #NOT #majorlisp,sarcastic,0,1
@KeiKloud haha yela2 p fokus piching tuh.,sarcastic,0,0
fuck the police from every possible direction,sarcastic,0,0
@LidiaLowe oh no way! I've just had a cooked breakfast on the boss. #workbenefits!,sarcastic,0,0
"Wow, I can be really mature sometimes Sometimes, I like to take my emotionally immaturity out on Twitter because this is America!",sarcastic,0,0
Love getting home from work knowing that in less than 8hours you're getting up to go back there again.,sarcastic,0,1
Just sprained my foot. happy days.,sarcastic,0,1
#fuckthequeen,sarcastic,0,0
When I really wana sleep n ppl wana chat✗,sarcastic,0,0
Rat Gooo to sleep ughhh,sarcastic,0,0
Traveling first class from Paris. Is it worth the price? http://t.co/06dnax39,sarcastic,0,0
@elliottkember Plus it has a great new inspector!,sarcastic,0,0
I enjoy tweeting @Harry_Styles and not getting a reply,sarcastic,0,1
I keep waking up and falling back to sleep,sarcastic,0,0
So I accidentally took over the whole room and now I'm trying to make room for my roommate...WHO IS COMING TOMORROW BTW... #rushed,sarcastic,0,0
@DaveRamsey Twitter? Lol,sarcastic,0,0
Jersey shore us canceled? #SoSad,sarcastic,0,0
Phootshoot wid my babyyyy deviya :* ♥,sarcastic,0,0
fuck the police from every possible direction,sarcastic,0,0
I don't know what to do with my life besides get high and make music,sarcastic,0,0
I just love getting up this early to go into school #sotired #killme :/,sarcastic,0,1
Actually goin to school tomorrow (x,sarcastic,0,0
Love being left alone in the hall while people go and sing #loner,sarcastic,0,1
#love being up early after getting no sleep,sarcastic,0,1
The school board's wisest budget cut has to be the one that includes new MacBook's for faculty members...,sarcastic,0,1
everyone please request #FashionIsMyKryptonite by @Zendaya96 &amp; @bellathorne!!! so it reaches the DCT3's #1 spot :) &gt; http://t.co/SaBwSsLQ,sarcastic,0,0
Stupid android... -_-,sarcastic,0,0
Slow Tings,sarcastic,0,0
SPOTTED: @Charlie26Adam doing keepy-ups outside the Etihad stadium #IDontWannaGoToStoke #PleaseTakeMe #TransferDeadineDay,sarcastic,0,0
School .. There's A Fun Time #wooo,sarcastic,0,0
The school board's wisest budget cut has to be the one that includes new MacBook's for faculty members...,sarcastic,0,1
"Wow, kids drinking vodka in the back of the room during a lecture. You guys are classy.",sarcastic,0,1
Love being left alone in the hall while people go and sing #loner,sarcastic,0,1
This weekend is gonna fucking suck #cantwait,sarcastic,0,1
I can do what I want to. I play by my own rules 💜,sarcastic,0,0
Thanks for showing me how real Christians act.. ur such a good example...,sarcastic,0,0
@kaywa_xo well done for understanding kayla! #youradickhead :),sarcastic,0,0
"So a 'friend' doesn't have time to talk to me, but has time to talk to other people. Lovely.",sarcastic,0,0
@Beyabilita how'd you do that? hahaha,sarcastic,0,0
This is 4 You &lt;3 Jack &lt;3&lt;3&lt;3 @TVshowsaddictt http://t.co/TjOsP9RU,sarcastic,0,0
@reniueo reply via bbm ya renee hihi,sarcastic,0,0
Thank god I invested in an umbrella this year.,sarcastic,0,0
Skimming breast milk is one of the true perks of being a NICU nurse,sarcastic,0,0
@Students4Obama If your Dad will let you sit there #fadedposter,sarcastic,0,0
They Need To Bring Back The Kwik-E-Mart. Lls,sarcastic,0,0
Sooo happy to be at work,sarcastic,0,1
@charzbrantie good job only me and you know what that means lol,sarcastic,0,0
@Kelsey_Cole13 and @nolanwootan looking intent. http://t.co/6BoxSVFP,sarcastic,0,0
@AdrianKunina and 3 gallons of seeman,sarcastic,0,0
@mfassbinder11 @n8condom I think it was our amazing teacher,sarcastic,0,0
@mchalmers15 Cops would never do anything illegal or wrong though,sarcastic,0,0
This weekend is gonna fucking suck #cantwait,sarcastic,0,1
10 users followed me and 7 users unfollowed me today (checked by http://t.co/Cjyw1Vbg) [autotweet],sarcastic,0,0
Let's show everybody just how good we are tonight D @BJohnson094 @LukeSarg @CodyBrown_345 @L_Starcevich @TGIF_Deion @TeenyEvanG @Dylbert_26,sarcastic,0,0
I'm immortal. You can't kill what has no life lol. #BandGeekFTW,sarcastic,0,0
"In a bit of initially unplanned synergy, @RotoPat breaks down the @Rotoworld_BB crew's recent NFL slow draft: http://t.co/Aknvzfnb",sarcastic,0,0
Norwood day. Sept 8th &gt;,sarcastic,0,0
Gotta love working till 5 am on a 15 hour shift,sarcastic,0,1
I'm so glad it never rains in the whee.,sarcastic,0,0
@kimcherrynice #loveit,sarcastic,0,0
"took sleeping meds 3 hours ago, glad to see they're working -.- #fucker",sarcastic,0,1
@SheThickAsEver send me your # baby girl,sarcastic,0,0
Isnt there a #similarity bwn #SoniaGandhi and #BellatrixLestrange? #justasking,sarcastic,0,0
I hate to bring my cell phone with me when I go to the bathroom.,sarcastic,0,0
"Henleys Jeans tucked into your slazenger socks, NICE!",sarcastic,0,0
Isnt there a #similarity bwn #SoniaGandhi and #BellatrixLestrange? #justasking,sarcastic,0,0
I'm about to fall asleep and I still have to babysit for 3 more hours,sarcastic,0,0
"Oh dang, I'm SOO happy you're SOO in love now.. ya know, considering that a week ago you weren't together.",sarcastic,0,0
Oh my gosh! Can you imagine @JessieJ playing piano on her tour while singing a song. I would die and go to heaven. #sheisanangel,sarcastic,0,0
I love it whenever my brother gets up and turns on all the lights...,sarcastic,0,1
NaughtyNooNoo1 thanks for following me on Twitter!,sarcastic,0,0
@yousrhammad @mordy_2012 انا مقتنع براى وهقنعك وممكن بكره القيكى بتتجوزى :D,sarcastic,0,0
I constantly see tweets about Arsenal on twitter. Thanks for keeping the world updated @ZachBaugus &amp; @shawnxh . #HugeArsenalFans,sarcastic,0,0
These tuff http://t.co/G2rWoMwQ,sarcastic,0,0
Lmfao Cinnabon followed me😂,sarcastic,0,0
Love working on my last day of summer....,sarcastic,0,1
I'm so glad it never rains in the whee.,sarcastic,0,0
Apple managed another victory against WWA. All the wrestlers found infringing on Apple’s bounce back pattern.,sarcastic,0,0
Woooo! When you're up to 12:30 finishing you're English paper!,sarcastic,0,0
It seems the only time I can stay awake now it's at 4:30 in the morning. No need to sleep anymore. Don't worry. I'm fine. #FML,sarcastic,0,1
Rat Gooo to sleep ughhh,sarcastic,0,0
"Off to Jamaica manana! Even though this trip isn't precipitated by the best circumstances, I'm looking forward to being home with fam:-)",sarcastic,0,0
Norwood day. Sept 8th &gt;,sarcastic,0,0
"Initial Post Earrings make for a unique, personalized gift. Gotta look close to notice them! http://t.co/ubZcgmPY",sarcastic,0,0
"Do you sometimes feel that there isn't room in your car for YOU anymore? As usual, we rush to the rescue with... http://t.co/TE7dMg5g",sarcastic,0,0
Love this: How To Hold A Violin - NOT! http://t.co/MmLdXg68 #classicalmusic #violin #musichumor,sarcastic,0,0
"EVEN MORE BREAKING SHOCKING NEWS: Chelsea and Barcelona have agreed on a £4m fee for Lionel Messi! More to follow! #ITKAgent""",sarcastic,0,0
Love waking up in the middle of the night! #fml,sarcastic,0,1
@CharlotteBeland .thanks.,sarcastic,0,0
@chitomirandajr la po bang shedule of show dito sa abu dhabi?,sarcastic,0,0
I love when my retainers are super tight and make me talk so attractively! #NOT #majorlisp,sarcastic,0,1
Pretty excited about one of the activities Tom &amp; I came up with for veteran training. #surprises.,sarcastic,0,0
"@ruma1980 lol... You got it in one :), Bed now night monkey see you some time soon at worky woo",sarcastic,0,0
@babee_kayyy lol itold you iwasnt coming . :) what we do in class ?,sarcastic,0,0
I will sell any ku student my extra first home game ticket for this weekend! Hit me uo if u want it. Gotts be a student...,sarcastic,0,0
Dirt under your finger nails has to be the most disgusting looking thing ever,sarcastic,0,0
@Vicsterrrrr it's mint,sarcastic,0,0
Wow. You sure know how to reel in the hotties,sarcastic,0,0
Do you want a cookie for that? #notagreatachievement,sarcastic,0,0
"#Titans DC Jerry Gray says safeties Babineaux, Robert Johnson aren't competing with one another for a spot. http://t.co/k2GeD4XK",sarcastic,0,0
My Career is gonna be Digital Art And Photography,sarcastic,0,0
Here's proof that I'm an adult now: I just packed one carry-on for the train... NES and SEGA are wrapped in towels. http://t.co/gqGBl4yf,sarcastic,0,0
"Company next door uses explosives to get their material sounds like a war, I spilled tea all over my notebook {thanks}",sarcastic,0,0
Thanks man! @jason_van_wyk @Joni_JPL @cat2martin @arnyblackhole @BlackHoleRec @7Skies @DaveTritonal @Arksun @DerekTheBandit @SusanaVocalist,sarcastic,0,0
Thanks for showing me how real Christians act.. ur such a good example...,sarcastic,0,0
@willrennie37 I feel bad for those kids,sarcastic,0,0
@beckroth33 well at least you're not dead #rightbackatcha,sarcastic,0,0
Yay for 4 and a half hour sleep. #tootired #needbednow,sarcastic,0,1
@funeral4aheart merrrrr fuck my life,sarcastic,0,0
"Eww, just saw this nasty, frumpy girl lift up her boob and scratch underneath it... Just puked a little",sarcastic,0,0
1 am and I can already tell today will be a great day,sarcastic,0,0
@deetraware it was !,sarcastic,0,0
I liked a @YouTube video http://t.co/DpZhl8WC Trey Songz - Heart Attack [Official Video],sarcastic,0,0
Awsome homework on the first day. That's just what I wanted,sarcastic,0,1
@RumaisaMohani @ShaiziCheema - I'm sure mr Raja rental would have a nice profitable scheme in mind,sarcastic,0,0
Thanks @PippaCarlson1 your tweets are great,sarcastic,0,0
but it's cool never again,sarcastic,0,0
"@rahulpuri Absolutely! She just keeps re-tweeting anything and everything that mentions her name. My page is flooded! Enough, I said.",sarcastic,0,0
"Man City are foolish for losing de Jong. However much of a thug he is, he's a better player than Milner and Barry",sarcastic,0,0
I think #HootSuite is pretty hoot. Er... hot. http://t.co/afj0hXhw,sarcastic,0,0
And on top of it all our power is out #bestdayever,sarcastic,0,0
@pdomo Don't forget that Nick Foles is also the new Tom Brady. What a preseason! #toomanystudQBs #thankgodwedonthavetebow,sarcastic,0,0
@allaboutdodie Buwas :)) Pero d pak sure kun showing na geap i2 ha rob..,sarcastic,0,0
SOOOO EXCITED FOR THIS CROSS COUNTRY MEET!! #AnythingOrCrossCountry,sarcastic,0,0
Imma stop snapping tho.,sarcastic,0,0
Nothing for me to do -_-,sarcastic,0,0
I really hope the entire population of peterborough county enjoys their a&amp;w... #notbusyatall,sarcastic,0,1
"Off to Jamaica manana! Even though this trip isn't precipitated by the best circumstances, I'm looking forward to being home with fam:-)",sarcastic,0,0
"Hate driving with people who pump their brakes! It's okay, I didn't want full movement in my neck anyways #whiplash",sarcastic,0,0
@funeral4aheart merrrrr fuck my life,sarcastic,0,0
I just love getting a random schedule change and not even knowing about it!:),sarcastic,0,1
"I like the way you french.. Inhale ,do it again ❤",sarcastic,0,0
"Omg most insane matriculants, we rather play soccer than study 4 prelims=D @SadieRazak , @Cocoz_25,@xFatima_s , @TasneemKarolia,#Soccer4lyf♥",sarcastic,0,0
Bump that music... #imtryingtosleep,sarcastic,0,0
The OzMoGa Times is out! http://t.co/lv1gUDhB ▸ Top stories today via @ezonecom @SquareEggGames,sarcastic,0,0
Twitter is fun today #transferdeadlineday,sarcastic,0,0
And on top of it all our power is out #bestdayever,sarcastic,0,0
@mattlarter4 it's fun when I only understand 50% of the words in your tweets!,sarcastic,0,0
Ill probably be a while u diks,sarcastic,0,0
Long long amazing line at security! Wonderful start to the long weekend #can'twait #hungry #airportat5AM,sarcastic,0,0
Too bad she's not THAT good at playing the gay part of her character. #PLL,sarcastic,0,0
"Haven't been able to sleep, so I've been playing Words With Friends and Angry Birds all night. What a thrilling life I lead.",sarcastic,0,1
They outcheaaa,sarcastic,0,0
School was going by fast until all you fuck niggas went back.,sarcastic,0,0
@kariamoreXxx just passed by your house bud😉,sarcastic,0,0
@GFBguy @TonyMichael @ServiTechLabs @rictownsend @Bpowatch Thank you for following MobileWorxs :),sarcastic,0,0
RIP @SKEnergyShots Deeply saddened by the loss of my dear friend and business partner Chris Lighty. He will be greatly missed. - 50,sarcastic,0,0
"Somewhere in the desert of Nevada, there is a touch of green. http://t.co/nN8MOuIy",sarcastic,0,0
I just love getting up this early to go into school #sotired #killme :/,sarcastic,0,1
"Somewhere in the desert of Nevada, there is a touch of green. http://t.co/nN8MOuIy",sarcastic,0,0
"Lol 😂 RT“@ReeseButCallMeV: When I'm high, I turn into a Cereal Killer.”",sarcastic,0,0
Woo! So excited! first day of school!,sarcastic,0,0
